topic,content
technology,IT/웹/통신
product,JEUS
service,웹 환경에서 애플리케이션을 개발하고 운영할 수 있는 플랫폼인 웹 애플리케이션 서버
introduction,"▶ 중소기업청 : 취업하고싶은 기업 선정
▶ 잡플래닛 : 평가 우수기업 선정
▶ 여성가족부 가족친화 우수기업 선정

소프트웨어 산업은 인적 자본 기반의 고부가가치 산업으로, 대한민국 경제의 새로운 미래를 열어갈 중요한 전략사업입니다.
　　
지난 1997년 설립된 티맥스소프트는 순수 국내 기술로 개발한 시스템 소프트웨어를 통해 시장을 독점하고 있던 글로벌 대형 소프트웨어 기업들과 치열하게 경쟁하며 한국 소프트웨어 기술력의 자존심을 지켜 오고 있습니다.
　
티맥스소프트는 2003년 IBM, 오라클 등 글로벌 기업들을 제치고 국내 웹 어플리케이션 서버(WAS) 시장점유율 1위에 올라선 이후, 현재까지 독보적인 1위를 차지하고 있는 ‘제우스(JEUS)’를 비롯해, 데이터베이스 관리 솔루션(TIBERO Data), 애플리케이션 프레임워크(ProFrame), 메인프레임 리호스팅 솔루션(OpenFrame) 등 다수의 경쟁력 있는 솔루션들을 성공적으로 시장에 선보이며 한국을 대표하는 유일한 시스템 소프트웨어 전문기업으로 성장했습니다.
　
지난 17년간 꾸준한 R&D를 통해 개발한 최고의 제품과 차별화된 기술 서비스로 대한민국을 넘어 미국, 중국, 일본 등 전세계를 향한 소프트웨어 강국 코리아를 건설하겠습니다. 나아가 창의적 혁신을 통한 우리의 기술을 바탕으로, 세계를 주름잡는 소프트웨어 기업으로 우뚝 서 세계 소프트웨어의 지평을 열 것입니다."
